timestamp,tweets,sentiment,tickers
2023-04-24 18:26:04+00:00,"⭐️Trading del día🌟Jornada en $NQ, #Futuros del #Nasdaq100 de #CME. Buen arranque de semana.

➕1⃣1⃣4⃣puntos. (4⃣5⃣de $SPX)

#Scalping #DayTrading #Trading #Nasdaq #SP500 #US500 $QQQ $SPY $NQX $NQ_F $NQ $ES_F $ES #Futures #Bolsa #StockMarket https://t.co/KYYn9r0HLG",Neutral,CME
2023-04-24 18:26:04+00:00,"⭐️Trading del día🌟Jornada en $NQ, #Futuros del #Nasdaq100 de #CME. Buen arranque de semana.

➕1⃣1⃣4⃣puntos. (4⃣5⃣de $SPX)

#Scalping #DayTrading #Trading #Nasdaq #SP500 #US500 $QQQ $SPY $NQX $NQ_F $NQ $ES_F $ES #Futures #Bolsa #StockMarket https://t.co/KYYn9r0HLG",Neutral,QQQ
2023-04-24 18:21:03+00:00,"Empieza a pintar mal, divergencias, la m9 parece declinar, el murciélago bajista se hace rogar #NASDAQ100 12205 Y 11833 son los que marcaran el camino. https://t.co/KvWxzg9vKM",Neutral,Y
2023-04-24 18:19:16+00:00,"The Nasdaq led Wall Street losses on Monday as Tesla (NASDAQ:TSLA) shares came under pressure on the company's plans to increase spending, while investors awaited results from megacap companies and key economic data this week.  #nasdaq100 #tech #teslastock https://t.co/1jlaxsvMT6",Positive,TSLA
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,BIDU
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,SGEN
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,ISRG
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,AMAT
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,NFLX
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,MELI
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,LRCX
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,ADBE
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,JD
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,WDAY
2023-04-24 18:10:07+00:00,"#NASDAQ100 down 0.40% with 73% of stocks falling today. Leaders: $NFLX in first place  at 13.09% $ISRG $ASML $AMAT $ADBE $LRCX Laggards: $BIDU $JD $MRNA $PDD $TEAM $WDAY $SGEN $MELI $DOCU $DDOG Is that a bear flag waving??
(Not a recommendation) https://t.co/dkzbgXGzSw",Positive,ASML
2023-04-24 18:08:23+00:00,"RT @mknerdgn: tatmin edici bir kar verdi şuana kadar. devam edip etmemek tercih meselesi artık.(4,5rr) #NASDAQ #NASDAQ100 @NcFamly @nhtctnk…",Neutral,RT
2023-04-24 20:07:00+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 20:06:23+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 20:06:06+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 20:05:13+00:00,Results 4.24.23 Part 3 #boldbot #futures #Algorithm #nasdaq $NQ $ES $YM $CL $GC $RTY $ES_f $NQ_f https://t.co/xR6jnJyRMW,Neutral,CL
2023-04-24 20:05:13+00:00,Results 4.24.23 Part 3 #boldbot #futures #Algorithm #nasdaq $NQ $ES $YM $CL $GC $RTY $ES_f $NQ_f https://t.co/xR6jnJyRMW,Neutral,NQ
2023-04-24 20:05:06+00:00,"RT @CNBCArabia: #الأسواق_الآن|

المؤشرات الأميركية تنهي تعاملات جلسة الإثنين على تباين

- مؤشر #Dow_Jones يرتفع بنحو 0.2%

- مؤشر #Nasdaq ي…",Neutral,RT
2023-04-24 20:04:48+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 20:04:40+00:00,Results 4.24.23 Part 2 #boldbot #futures #Algorithm #nasdaq $NQ $ES $YM $CL $GC $RTY $ES_f $NQ_f https://t.co/XZITSXeOfC,Neutral,CL
2023-04-24 20:04:40+00:00,Results 4.24.23 Part 2 #boldbot #futures #Algorithm #nasdaq $NQ $ES $YM $CL $GC $RTY $ES_f $NQ_f https://t.co/XZITSXeOfC,Neutral,NQ
2023-04-24 20:04:30+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 20:04:30+00:00,"📈Market Conditions Today📉

#DJI ⬆️0.17% 💲33,868
#SP500⬆️ 0.10% 💲4,138
#NASDAQ🔻 0.29%💲12,037
#US10Y🔻 1.60% - 3.515%
#DXY🔻 0.46% - 101.09
#WTI ⬆️1.13%💲78.75
#Gold ⬆️ 0.41%💲1,999
#Silver ⬆️ 0.58%💲25.43
#BTC🔻 0.66% 💲27,348
#ETH🔻 1.01%💲1,829
#VIX ⬆️ 0.06% - 16.78",Neutral,ETH
2023-04-24 20:04:30+00:00,"📈Market Conditions Today📉

#DJI ⬆️0.17% 💲33,868
#SP500⬆️ 0.10% 💲4,138
#NASDAQ🔻 0.29%💲12,037
#US10Y🔻 1.60% - 3.515%
#DXY🔻 0.46% - 101.09
#WTI ⬆️1.13%💲78.75
#Gold ⬆️ 0.41%💲1,999
#Silver ⬆️ 0.58%💲25.43
#BTC🔻 0.66% 💲27,348
#ETH🔻 1.01%💲1,829
#VIX ⬆️ 0.06% - 16.78",Neutral,WTI
2023-04-24 20:04:15+00:00,"Our stance on the MAJOR AVERAGES.  

#etf #Nasdaq #NYSE $QQQ $SPX #stocks #StockMarket #DJIA #economy https://t.co/9HGln833sb",Positive,QQQ
2023-04-24 20:04:10+00:00,"المؤشرات الأميركية تنهي تعاملات جلسة الإثنين على تباين

- مؤشر  #Dow_Jones يرتفع بنحو 0.2%

- مؤشر  #Nasdaq ينخفض بنحو 0.29%

- مؤشر S&amp;P 500 يغلق على ارتفاع بأقل من 0.1%",Neutral,S
2023-04-24 20:04:10+00:00,"المؤشرات الأميركية تنهي تعاملات جلسة الإثنين على تباين

- مؤشر  #Dow_Jones يرتفع بنحو 0.2%

- مؤشر  #Nasdaq ينخفض بنحو 0.29%

- مؤشر S&amp;P 500 يغلق على ارتفاع بأقل من 0.1%",Neutral,P
2023-04-24 20:04:01+00:00,Results 4.24.23 Part 1 #boldbot #futures #Algorithm #nasdaq $NQ $ES $YM $CL $GC $RTY $ES_f $NQ_f https://t.co/oXHq5EgOnK,Neutral,CL
2023-04-24 20:04:01+00:00,Results 4.24.23 Part 1 #boldbot #futures #Algorithm #nasdaq $NQ $ES $YM $CL $GC $RTY $ES_f $NQ_f https://t.co/oXHq5EgOnK,Neutral,NQ
2023-04-24 20:02:26+00:00,Another mixed and fairly flat finish for the market ahead of key tech earnings and econ data this week.  #DOW +67 #NASDAQ -35  $TSLA -1.5%,Negative,TSLA
2023-04-24 20:02:26+00:00,Another mixed and fairly flat finish for the market ahead of key tech earnings and econ data this week.  #DOW +67 #NASDAQ -35  $TSLA -1.5%,Negative,DOW
2023-04-24 20:02:20+00:00,RT @olgunattila: #alb #albemarle #albemarlecorporation #nasdaq ; wolfe.. https://t.co/ehkrGsOqjN,Neutral,RT
2023-04-24 20:02:04+00:00,"#الأسواق_الآن|

المؤشرات الأميركية تنهي تعاملات جلسة الإثنين على تباين

- مؤشر #Dow_Jones يرتفع بنحو 0.2%

- مؤشر #Nasdaq ينخفض بنحو 0.29%

- مؤشر S&amp;P 500 يغلق على ارتفاع بأقل من 0.1%

#cnbcعربية
#اقتصاد_CNBCعربية
#اقتصاد https://t.co/ZAXGOjDsnd",Neutral,S
2023-04-24 20:02:04+00:00,"#الأسواق_الآن|

المؤشرات الأميركية تنهي تعاملات جلسة الإثنين على تباين

- مؤشر #Dow_Jones يرتفع بنحو 0.2%

- مؤشر #Nasdaq ينخفض بنحو 0.29%

- مؤشر S&amp;P 500 يغلق على ارتفاع بأقل من 0.1%

#cnbcعربية
#اقتصاد_CNBCعربية
#اقتصاد https://t.co/ZAXGOjDsnd",Neutral,P
2023-04-24 20:01:13+00:00,"ABD Borsaları Kapandı

S&amp;P500: +0,09%
Nasdaq: -0,30%
Dow: +0,18%

#SP500 #NASDAQ #DOW #borsa #abd",Neutral,S
2023-04-24 20:01:13+00:00,"ABD Borsaları Kapandı

S&amp;P500: +0,09%
Nasdaq: -0,30%
Dow: +0,18%

#SP500 #NASDAQ #DOW #borsa #abd",Neutral,DOW
2023-04-24 20:00:36+00:00,"Analog Devices Appoints #Alan Lee as Chief Technology Officer [ https://t.co/O8WNWH8OxR ] WILMINGTON, Mass.- (#Business WIRE )-Analog Devices, Inc. (#Nasdaq : ADI) today announced the appointment of Alan Lee to the position of Chief Technology",Neutral,ADI
2023-04-24 20:00:36+00:00,"Analog Devices Appoints #Alan Lee as Chief Technology Officer [ https://t.co/O8WNWH8OxR ] WILMINGTON, Mass.- (#Business WIRE )-Analog Devices, Inc. (#Nasdaq : ADI) today announced the appointment of Alan Lee to the position of Chief Technology",Neutral,WIRE
2023-04-24 20:00:13+00:00,"ABD Borsaları Kapandı

S&amp;P500: +0,09%
Nasdaq: -0,30%
Dow: +0,18%

#SP500 #NASDAQ #DOW",Neutral,S
2023-04-24 20:00:13+00:00,"ABD Borsaları Kapandı

S&amp;P500: +0,09%
Nasdaq: -0,30%
Dow: +0,18%

#SP500 #NASDAQ #DOW",Neutral,DOW
2023-04-24 20:00:09+00:00,RT @ForexEvreni: Dostlar 2024 yılında abd'de seçim olacak... Seçim öncesinde Demokratların zafer elde edebilmek için parasal genişlemeye ve…,Neutral,RT
2023-04-24 20:00:03+00:00,RT @ForexEvreni: Dostlar 2024 yılında abd'de seçim olacak... Seçim öncesinde Demokratların zafer elde edebilmek için parasal genişlemeye ve…,Neutral,RT
2023-04-24 19:59:36+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:59:31+00:00,RT @ForexEvreni: Dostlar 2024 yılında abd'de seçim olacak... Seçim öncesinde Demokratların zafer elde edebilmek için parasal genişlemeye ve…,Neutral,RT
2023-04-24 19:59:27+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:59:22+00:00,RT @ForexEvreni: Dostlar 2024 yılında abd'de seçim olacak... Seçim öncesinde Demokratların zafer elde edebilmek için parasal genişlemeye ve…,Neutral,RT
2023-04-24 19:59:18+00:00,RT @ForexEvreni: Dostlar 2024 yılında abd'de seçim olacak... Seçim öncesinde Demokratların zafer elde edebilmek için parasal genişlemeye ve…,Neutral,RT
2023-04-24 19:59:06+00:00,$ABT  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 555,Positive,ABT
2023-04-24 19:59:05+00:00,$ABT  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 554,Positive,ABT
2023-04-24 19:58:57+00:00,$GOOGL  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 553,Positive,GOOGL
2023-04-24 19:58:26+00:00,RT @ForexEvreni: Dostlar 2024 yılında abd'de seçim olacak... Seçim öncesinde Demokratların zafer elde edebilmek için parasal genişlemeye ve…,Neutral,RT
2023-04-24 19:58:24+00:00,RT @ForexEvreni: Dostlar 2024 yılında abd'de seçim olacak... Seçim öncesinde Demokratların zafer elde edebilmek için parasal genişlemeye ve…,Neutral,RT
2023-04-24 19:58:18+00:00,"Lexaria awards CRO contract for upcoming U.S. phase 1b hypertension study. An important step toward #IND submission.

https://t.co/tK2K2bOa8e

$LEXX #Biotech #nasdaq #DrugDelivery #CBD #hypertension #markets #stocks #stockmarket #investing #stockmarketnews #trading #FDA https://t.co/ozkwINJlBK",Positive,S
2023-04-24 19:58:18+00:00,"Lexaria awards CRO contract for upcoming U.S. phase 1b hypertension study. An important step toward #IND submission.

https://t.co/tK2K2bOa8e

$LEXX #Biotech #nasdaq #DrugDelivery #CBD #hypertension #markets #stocks #stockmarket #investing #stockmarketnews #trading #FDA https://t.co/ozkwINJlBK",Positive,IND
2023-04-24 19:58:18+00:00,"Lexaria awards CRO contract for upcoming U.S. phase 1b hypertension study. An important step toward #IND submission.

https://t.co/tK2K2bOa8e

$LEXX #Biotech #nasdaq #DrugDelivery #CBD #hypertension #markets #stocks #stockmarket #investing #stockmarketnews #trading #FDA https://t.co/ozkwINJlBK",Positive,CBD
2023-04-24 19:57:49+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:57:02+00:00,"#NASDAQ E-mini #Futures #NQ_F 🔻43.25 Points (0.33%) to 13,047.25 #futurestrading #future #NASDAQ100 #Investment #investing #trading #invest #investor #investors #stock #stocks #StockMarket #Trade #market #tech #technology https://t.co/wdPhixYo1i https://t.co/zte2EhsWj2 https://t.co/GZPi2sEuDD",Neutral,E
2023-04-24 19:57:02+00:00,$ALB  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 552,Positive,ALB
2023-04-24 19:56:55+00:00,$TSLA  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 551,Positive,TSLA
2023-04-24 19:56:49+00:00,$MSFT  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 550,Positive,MSFT
2023-04-24 19:54:51+00:00,"#GBPAUD ALL targets hit! 185 pips profit✅🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #forextrading #msft #nvda #wmt #btc #bitcoin #nasdaq #dji #spx #usoil #crudeoil https://t.co/bXVDAwWn5Q",Positive,FREE
2023-04-24 19:54:51+00:00,"#GBPAUD ALL targets hit! 185 pips profit✅🎯

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #forextrading #msft #nvda #wmt #btc #bitcoin #nasdaq #dji #spx #usoil #crudeoil https://t.co/bXVDAwWn5Q",Positive,ALL
2023-04-24 19:54:39+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:54:24+00:00,$HMY  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 549,Positive,HMY
2023-04-24 19:54:13+00:00,$COST  new alert at https://t.co/A7qrDashxw  #stocks #daytrading  #NYSE #NASDAQ #market 548,Positive,COST
2023-04-24 19:54:05+00:00,$WMT  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 547,Positive,WMT
2023-04-24 19:53:05+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:52:49+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:52:32+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:52:14+00:00,"RT @Logan1Snow: $LSDI is slowly picking up steam. With a repurchase program already announced this will be a #BREAKOUTSTOCK 

#Trump #1000X…",Negative,RT
2023-04-24 19:51:27+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:51:17+00:00,"@BoSnerdley I was going to subscribe, but not now! #Boycott .@FoxNews = FAKE NEWS #StockMarkets #StockMarketNews #NASDAQ DUMP (FOX) ASAP
Unsubcribe @foxnation NOW 👉https://t.co/Z619K1iouJ https://t.co/Ei3V3bYq2m",Negative,FOX
2023-04-24 19:51:17+00:00,"@BoSnerdley I was going to subscribe, but not now! #Boycott .@FoxNews = FAKE NEWS #StockMarkets #StockMarketNews #NASDAQ DUMP (FOX) ASAP
Unsubcribe @foxnation NOW 👉https://t.co/Z619K1iouJ https://t.co/Ei3V3bYq2m",Negative,I
2023-04-24 19:51:17+00:00,"@BoSnerdley I was going to subscribe, but not now! #Boycott .@FoxNews = FAKE NEWS #StockMarkets #StockMarketNews #NASDAQ DUMP (FOX) ASAP
Unsubcribe @foxnation NOW 👉https://t.co/Z619K1iouJ https://t.co/Ei3V3bYq2m",Negative,NOW
2023-04-24 19:51:17+00:00,"@BoSnerdley I was going to subscribe, but not now! #Boycott .@FoxNews = FAKE NEWS #StockMarkets #StockMarketNews #NASDAQ DUMP (FOX) ASAP
Unsubcribe @foxnation NOW 👉https://t.co/Z619K1iouJ https://t.co/Ei3V3bYq2m",Negative,NEWS
2023-04-24 19:50:58+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:50:44+00:00,"RT @investoryagmur: TP KAZANÇLARIMIZ İLE MÜKEMMELLEŞMEYE DEVAM🔥

#NASDAQ KAZANCIMIZ💪

🔴 2.047 $ 🔴 39.726 ₺ 🔴

OLAYIMIZ ÇOK BASİT😎  

YAĞMUR…",Neutral,RT
2023-04-24 19:50:31+00:00,"RT @salihozyeginn: #DAX buy işlemini 💸1379 USD (26.761,98₺) 💸 kâr ile kapattık dostlar,değerlendiren herkesi tebrik ediyorum👍🏻

#xauusd #al…",Neutral,RT
2023-04-24 19:50:31+00:00,"RT @salihozyeginn: #DAX buy işlemini 💸1379 USD (26.761,98₺) 💸 kâr ile kapattık dostlar,değerlendiren herkesi tebrik ediyorum👍🏻

#xauusd #al…",Neutral,DAX
2023-04-24 19:49:08+00:00,"@DC_Draino I was going to subscribe, but not now! #Boycott .@FoxNews = FAKE NEWS #StockMarkets #StockMarketNews #NASDAQ DUMP (FOX) ASAP https://t.co/ezsA8OgwaY",Negative,FOX
2023-04-24 19:49:08+00:00,"@DC_Draino I was going to subscribe, but not now! #Boycott .@FoxNews = FAKE NEWS #StockMarkets #StockMarketNews #NASDAQ DUMP (FOX) ASAP https://t.co/ezsA8OgwaY",Negative,I
2023-04-24 19:49:08+00:00,"@DC_Draino I was going to subscribe, but not now! #Boycott .@FoxNews = FAKE NEWS #StockMarkets #StockMarketNews #NASDAQ DUMP (FOX) ASAP https://t.co/ezsA8OgwaY",Negative,NEWS
2023-04-24 19:48:26+00:00,"#GBPCAD ALL targets hit! 275 pips profit🎯✅🔥

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #eth #nfts #crypto #tsla #aapl #spy #nasdaq #dji #spx #msft #nvda #wmt #btc #bitcoin https://t.co/BEHxIsfaSd",Positive,FREE
2023-04-24 19:48:26+00:00,"#GBPCAD ALL targets hit! 275 pips profit🎯✅🔥

Join our FREE telegram channel. Link in the bio.

#xauusd #eurusd #eurjpy #usdcad #usdjpy #gbpusd #eth #nfts #crypto #tsla #aapl #spy #nasdaq #dji #spx #msft #nvda #wmt #btc #bitcoin https://t.co/BEHxIsfaSd",Positive,ALL
2023-04-24 19:47:10+00:00,"1/ #Nasdaq underperformed S&amp;P 500 and Dow due to high-profile megacap stocks like Tesla and Microsoft, with Tesla shares falling 2% on concerns about increased capital expenditure forecast.",Negative,S
2023-04-24 19:47:10+00:00,"1/ #Nasdaq underperformed S&amp;P 500 and Dow due to high-profile megacap stocks like Tesla and Microsoft, with Tesla shares falling 2% on concerns about increased capital expenditure forecast.",Negative,P
2023-04-24 19:46:56+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:45:37+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:43:11+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:40:58+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:40:48+00:00,"RT @pasniper_: 9:30 Manipülasyonu

1) 9:30-9:50(genellikle) arası likidite alımı ile birlikte tersi yönde displacement(yer değiştirme) bekl…",Neutral,RT
2023-04-24 19:40:04+00:00,"Arkadaşlar bugünü bu güzel kazançla noktalıyoruz yarın görüşmek dileğiyle hoşçakalın 💵🚀💰

#DAX #NASDAQ #bist30 #SP500 #dowjones #DXY #forex #Brent #XAUUSD #us30 #us100 #us500 #bitcoin  #forextrading https://t.co/QrHC1ufjtp",Neutral,DAX
2023-04-24 19:39:53+00:00,"RT @maxBiddd: $NQ PWL Raid 🫡

#forex #NASDAQ #nifty #banknifty #tradingview #bitcoin📷 #smc #NFT #USDINR #SGXNIFTY #python #forex #BTC 

Sig…",Neutral,NQ
2023-04-24 19:39:53+00:00,"RT @maxBiddd: $NQ PWL Raid 🫡

#forex #NASDAQ #nifty #banknifty #tradingview #bitcoin📷 #smc #NFT #USDINR #SGXNIFTY #python #forex #BTC 

Sig…",Neutral,RT
2023-04-24 19:39:03+00:00,$CSWC  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 545,Positive,CSWC
2023-04-24 19:38:43+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:37:02+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:36:58+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:36:24+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:36:06+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:35:50+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:35:31+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:34:11+00:00,"RT @AlemzadehC: #DXY Monthly: The stage is set for the real move in risk assets⬆️just as DXY begins next major leg⬇️

The last 2 times we h…",Positive,RT
2023-04-24 19:32:57+00:00,"RT @paramuheendisi: AÇILIŞI #ABD ENDEKSİ İLE YAPTIK.

#NASDAQ 2 LOT &amp; SELL / 5.086 USD 💰 98.680 TL 

📍 MİNUMUM RİSK / SÜRDÜRÜLEBİLİR KAZANÇ…",Neutral,RT
2023-04-24 19:32:01+00:00,"RT @salihozyeginn: #DAX buy işlemini 💸1379 USD (26.761,98₺) 💸 kâr ile kapattık dostlar,değerlendiren herkesi tebrik ediyorum👍🏻

#xauusd #al…",Neutral,RT
2023-04-24 19:32:01+00:00,"RT @salihozyeginn: #DAX buy işlemini 💸1379 USD (26.761,98₺) 💸 kâr ile kapattık dostlar,değerlendiren herkesi tebrik ediyorum👍🏻

#xauusd #al…",Neutral,DAX
