timestamp,tweets
2023-04-24 17:09:37+00:00,$NEM  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 489
2023-04-24 17:09:22+00:00,$TTM  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 487
2023-04-24 17:09:13+00:00,$GE  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 485
2023-04-24 17:09:12+00:00,$GE  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 484
2023-04-24 17:09:04+00:00,$MDLZ  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 483
2023-04-24 17:08:10+00:00,#instadaily #nyse #nature I think you'll find this YouTube channel really engaging. The videos are really well made and informative. $SKPI $EVTK $FCGY $RIDE https://t.co/7eJpspNzaS
2023-04-24 17:03:33+00:00,"#FOREX market update- 📈📉
#DXY gave us the previously update kiss &amp; goodbye pattern 🤪
#XAUUSD not giving clear structure for the week as investors are waiting for more volatility, options contracts and monthly close. 

#Investing #XAUUSD #NYSE #forex #algotrading #algorithm https://t.co/lieeX98uDR"
2023-04-24 17:00:22+00:00,"Do you understand what the stock market is? Here's a simple explanation. 📝 

On our Discord, you can find out more about the stock market!
Join here 👉 https://t.co/8wJjd1O2B0

#pennybois #stockalerts #stockmarket #nyse #nasdaq https://t.co/0rOSuc7wfn"
2023-04-24 16:59:44+00:00,"C3ai✅ se incorpora al portafolio torogroso 🎯
#NASDAQ100 #sp500 #NYSE #russell #Ibex35 #BTC  #crypto #A50 #Economia #Finanzas #dax #trading #investing #TradingView https://t.co/nIvRkoREhQ"
2023-04-24 16:55:34+00:00,$DYN  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 482
2023-04-24 16:55:28+00:00,$EB  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 481
2023-04-24 16:55:19+00:00,$RPD  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 480
2023-04-24 16:54:42+00:00,$PPG  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 479
2023-04-24 16:54:34+00:00,$MDT  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 478
2023-04-24 16:54:26+00:00,$FITB  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 477
2023-04-24 16:54:19+00:00,$BX  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 476
2023-04-24 16:54:13+00:00,$CCZ  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 475
2023-04-24 16:54:05+00:00,$KO  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 474
2023-04-24 16:50:41+00:00,$SA is 12.15% up today! This #doublebottom pattern could be labeled as a reversal #rectangle pattern too.                  #NYSE #BULLISH #GOLD https://t.co/8kaQ5iHnQH
2023-04-24 16:44:48+00:00,"Top 5 gainers today. Always do your DD. 🎯💸 
1 $INAB
IN8bio
171.42%
$2.85
2 $ACON
Aclarion
135.17%
$1.74
3 $STWRY
Software AG
51.10%
$8.25
4 $TMPO
Tempo Automation
47.14%
$1.03
5 $GETY
Getty Images
39.71%
$7.07
#otcmarkets #top5 #NYSE #NASDAQ #StocksToBuy #stocksthatmove"
2023-04-24 16:42:56+00:00,"RT @srvithal388: #SuperPattern Bullish Probable
$DVN
$EOG
$FANG

#NYSE 
#NASDAQ 

Super pattern is remarkable structure offering Follow-thr…"
2023-04-24 16:41:28+00:00,$HRB  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 473
2023-04-24 16:39:42+00:00,$KNX  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 472
2023-04-24 16:39:34+00:00,$OKE  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 471
2023-04-24 16:39:25+00:00,$TSLA  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 470
2023-04-24 16:39:19+00:00,$HCA  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 469
2023-04-24 16:39:13+00:00,$HCA  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 468
2023-04-24 16:39:03+00:00,$ESGD  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 467
2023-04-24 16:38:31+00:00,"Tesla Inc TSLA
1 Minute TF
#stocks #Tesla #NYSE #SPX #NASDAQ https://t.co/CqokOxBxO8"
2023-04-24 16:28:58+00:00,$FOX  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 465
2023-04-24 16:24:50+00:00,$LIN  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 464
2023-04-24 16:24:42+00:00,$CATY  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 462
2023-04-24 16:24:32+00:00,$MCO  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 461
2023-04-24 16:24:31+00:00,$CALX  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 461
2023-04-24 16:24:24+00:00,$PXD  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 460
2023-04-24 16:24:18+00:00,$SUN  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 459
2023-04-24 16:24:12+00:00,$TRGP  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 458
2023-04-24 16:24:03+00:00,$VST  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 457
2023-04-24 17:19:21+00:00,"Right now im so afraid of holding US dollars knowing what the Federal reserve is doing with their cbdc bs, and all the nice investments are listed on the $NYSE These are the most uncertain times we live in , regarding capital preservation😓"
2023-04-24 16:10:36+00:00,"Music to SELL and SHORT $BUD by. You're on acid if you own $BUD stock. cc $NYSE @carlquintanilla  #Bluesnowshoe 
Jefferson Airplane - White Rabbit and Somebody To Love, American Bandsta... https://t.co/yedBg8Zo2N via @YouTube"
2023-04-24 15:16:10+00:00,"If you're a $AI investor this has got to hurt. 

C3 shares over at the $NYSE getting banged like a college freshman on Spring Break. 

AI $17.63 and DOWN over 12% ....yowza!
#Bluesnowshoe"
2023-04-24 14:05:49+00:00,"SHORTY have the boys SHORT $BUD now top-n-drop.  
$BUD and the $NYSE have placed a target on America with their trans and stock manipulation that terrorist likely are planning to react to. 
SELL and SHORT (if a pro) $BUD. #BlueSnowshoe
GET OUT of stocks."
2023-04-24 13:52:37+00:00,I predicted 9/11 I begged Wall Street to stop the manipulation show. I was then a top HVT target hunter and my sixth sense told me almost to the day an attack was coming. I tell you now $NYSE manip is not going on unnoticed. After 9/11 I didn't say I told you so. I will with $BUD
2023-04-24 13:44:55+00:00,RT @al_xdpg: $NYSE The McClellan Oscillator shows a negative divergence that has preceded declines recently. I'm invested but not happy. ht…
2023-04-24 13:37:30+00:00,SELL and SHORT $BUD. Fight back against corporations and the $NYSE placing a target on America and you. CALL YOUR BROKER tell him/her to SELL $BUD and any ETF or Mutual fund that contains it. This is WAR against America by $BUD and Wall Street who play with our lives via manip.
2023-04-24 13:24:44+00:00,"If terrorist attack us, name DYLAN MULVANEY , #NYSE and $BUD as the reason they attacked THEN $BUD will be done as a US company and the $NYSE will have the dishonor of TWICE egging on Terrorist with stock manipulation. Terrorist talked often of FALSE WEALTH of Wall St before 9/11"
2023-04-24 13:10:40+00:00,You can bet your ass after the $NYSE manipulation of $BUD stock that Muslim Investors will be leaving US stocks. Russia doesn't rub Trans in Muslim faces with $BUD Trans ads and $NYSE manipulation in support of Trans and defiance of the public. CONS are not smart never have been.
2023-04-24 05:00:17+00:00,RT @al_xdpg: $NYSE The McClellan Oscillator shows a negative divergence that has preceded declines recently. I'm invested but not happy. ht…
2023-04-23 21:04:16+00:00,RT @al_xdpg: $NYSE The McClellan Oscillator shows a negative divergence that has preceded declines recently. I'm invested but not happy. ht…
2023-04-23 19:57:29+00:00,RT @al_xdpg: $NYSE The McClellan Oscillator shows a negative divergence that has preceded declines recently. I'm invested but not happy. ht…
2023-04-23 18:07:32+00:00,RT @al_xdpg: $NYSE The McClellan Oscillator shows a negative divergence that has preceded declines recently. I'm invested but not happy. ht…
2023-04-23 16:17:45+00:00,$NYSE The McClellan Oscillator shows a negative divergence that has preceded declines recently. I'm invested but not happy. https://t.co/Zcs37B42L7
2023-04-23 12:46:47+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 09:14:22+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 08:00:21+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 06:56:41+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 05:08:14+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 04:10:49+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 04:02:40+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 01:27:04+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 00:34:35+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 00:31:30+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 00:15:26+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 00:14:37+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 00:06:52+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 00:05:19+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-23 00:03:54+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:59:28+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:51:09+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:43:21+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:39:25+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:37:59+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:35:23+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:33:09+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:31:02+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:29:04+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:28:46+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:28:21+00:00,"RT @HAMShortkiller: $NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

F…"
2023-04-22 23:27:49+00:00,"$NYSE @LisaBraganca @SECGov @FINRA @Nasdaq @RepHuizenga @Jim_Jordan @SenTedCruz @SenSanders @HesterPeirce @elonmusk 

Fake art  you go to Jail

BILLIONS of Counterfeit shares of a public Co
no big deal. Until you lose everything.  

https://t.co/zRrAlj9H1d"
2023-04-22 21:54:08+00:00,$NYMOT v $NYSE https://t.co/hEzFhJsi6B
2023-04-22 08:42:54+00:00,RT @Scott40162519: Gangsta wannabes owned $amc $ape $NYSE $spy head GAngsta wearing a THONG https://t.co/5SfQMzMLB7
2023-04-22 08:36:17+00:00,Gangsta wannabes owned $amc $ape $NYSE $spy head GAngsta wearing a THONG https://t.co/5SfQMzMLB7
2023-04-21 23:10:26+00:00,"~Students why would i be watching the strongest index $SPX $OEX for Signs of Weakness vs
$Nasdaq $Compq &amp; $Nya $Nyse
I wouldn't!
Those who do won't see a turn coming.
$Spy $Es $Tsla $Nq $Aapl $Vix $uvxy $rty $Iwm $qqq $sqqq $tza $tecl $tqqq $qld $tecs $ung $boil $nflx $amzn $slv https://t.co/uXtnr4yt3r"
2023-04-21 20:02:20+00:00,"@Carters whats up with this. Budget Constraints? 

Tell this to the all the Teachers who we support with ClearTheList. 

Now I wonder really if this is a bigger issue and people should be dumping $CRI

@WallStreetSilv check this out...

$NYSE #Carters #BwcDeals #TEACHers… https://t.co/u3fx4thHVy https://t.co/PIXvaWQG6t"
2023-04-21 20:00:29+00:00,"@Carters whats up with this. Budget Constraints? 

Tell this to the all the Teachers who we support with ClearTheList. 

Now I wonder really if this is a bigger issue and people should be dumping $CRI

$NYSE #Carters #BwcDeals https://t.co/0Kr8NXiK9x"
2023-04-21 15:55:29+00:00,"52 Week New Lows on $NYSE still benign, but have been too high (&gt;100) for the #NASDAQ for a while now. 

Meanwhile the BPI for the #SPX500 has not been above 82.5 since its ATH, which is a must for any new Bull Market. 

Similarly, the BPI for the $COMPQ is a paltry 40: only 40%… https://t.co/1UMa2bBD9P https://t.co/hbEDbivS0G"
2023-04-21 12:57:40+00:00,"Just like RUSSIA, CHINA, etc are replacing the DOLLAR they will replace $NYSE stocks and US markets.  All they need is a good reason. Seeing $BUD manipulated UP $1.61 when it should had been down over a $1 is more than reason enough. GET OUT SELL! 
SELL SHORT $BUD #BlueSnowshoe"
2023-04-21 12:45:28+00:00,"Pre-markets are FLAT. That's because no one in their right mind would buy stocks after the CROOKED manipulation of $BUD $1.61 two days ago showing all how MANIPULATED stocks can be at the $NYSE.  I've predicted BILLIONS will be lost as folks exit, folks like Saudi Arabia. SELL!"
2023-04-21 11:50:50+00:00,"RT @Scott40162519: $amc $ape $spy $nasdaq $nyse Alvin Bragg went and Stole New York...
So Really, They Want White People To Move Out of New…"
2023-04-21 11:16:08+00:00,"RT @Scott40162519: $amc $ape $spy $nasdaq $nyse Alvin Bragg went and Stole New York...
So Really, They Want White People To Move Out of New…"
2023-04-21 11:15:47+00:00,"$amc $ape $spy $nasdaq $nyse Alvin Bragg went and Stole New York...
So Really, They Want White People To Move Out of New York, they just Can't Say It Out Loud But The Message Is Clear; White Folk Get the F_Out of New YOrk!
https://t.co/Y4OcRsGsvW"
2023-04-21 11:13:21+00:00,"$amc $ape $spy $nasdaq $nyse
So Really, They Want White People To Move Out of New York, they just Can't Say It Out Loud But The Message Is Clear; White Folk Get the F_Out of New YOrk! https://t.co/Y4OcRsGsvW"
2023-04-21 11:01:28+00:00,"RT @Scott40162519: $amc $ape $bbby $spy $nasdaq $nyse 
#RealRacistAttacks #BidensAmerica 
https://t.co/Y4OcRsGsvW"
2023-04-21 09:51:20+00:00,"$amc $ape $bbby $spy $nasdaq $nyse 
#RealRacistAttacks #BidensAmerica 
https://t.co/Y4OcRsGsvW"
2023-04-21 07:30:00+00:00,What's the latest update on the $NYSE and Nasdaq's new highs and lows?
2023-04-21 02:36:37+00:00,"$Gold breakdown or close below 1981

Get ready to see 1949$ $NDQ
$DJI
$AAPL $TSLA 
$NASDAQ &amp; $NYSE"
2023-04-21 01:15:43+00:00,$NYSE Summation index till bullish trend. NYMOT however is showing signs that the negative divergence is playing out here too. https://t.co/E8S4bi5Qoq
2023-04-20 20:44:06+00:00,$NYA $NYSE $SPY NYSE trendline still holding https://t.co/BYQzLScK0H https://t.co/CNtD8ml0Ll
2023-04-20 13:14:31+00:00,"I hope the 2.5% added to $BUD stock was worth it because it has a high price. $NYSE showed anyone who invest in US markets that our markets are cooked and easily manipulated. That to INVEST is to GAMBLE.
Crooked people care less about the USA or that terrorist react to NYSE CONS."
2023-04-20 13:11:55+00:00,"$LVS eyes 👀 

$NYSE https://t.co/Id6YQJuv2y"
2023-04-20 13:07:13+00:00,"Fact is that TERRORIST closely watch US stock markets and react to them. Terrorist have a real thing for ""false wealth"" and attack it/CONS involved. That's why when the $NYSE shows the world they are CROOKED like with $BUD =Raise the NYC TERROR alert"
2023-04-20 12:57:17+00:00,The $NYSE CONS manipulated $BUD yesterday as a FUCK YOU to America from them and corporate America. WE THE PEOPLE are not going to take that shit. If CONS trying to get SHORTY he covered hours before you CONNED. But he didn't cover the shorts added YESTERDAY. World SAW NYSE CONS.
2023-04-20 12:51:43+00:00,"$NYSE [15s. delayed]: Issued Press Release on April 20, 08:47:00: Air Water Ventures Ltd. to Go Public Through Business Combination with Athena Technology Acquisition Corp. II https://t.co/PxKK8T2bHf"
2023-04-20 12:02:40+00:00,"$NYSE [15s. delayed]: Issued Press Release on April 20, 08:01:00: ETF Central Expands Platform to Further ETF Education https://t.co/zn1o415Lrw"
2023-04-20 09:24:09+00:00,$NYSE $NYA $SPX $ES $QQQ $NDX NYSE still struggling at this trendline. Futures down big. We shall see https://t.co/adO4L0vLXT https://t.co/unDEHrGysH
2023-04-19 20:47:08+00:00,"The trans issue and Dylan sure have divided American and tarnished or taken out many who have supported Trans and $BUD , Joe R, DJT Jr etc the list goes on with the $NYSE added today as solid in the Trans camp FU America and what you think/want after today's manipulation of $BUD"
2023-04-19 20:05:17+00:00,Shameful day at $NYSE where mindless manipulation of $BUD stock showed the world just how CROOKED things are. That on any given day with any given stock CONS can erase weeks of trading with a few shares. God help us all this is horrible karma the greedy enabling trans vs USA will
2023-04-19 19:50:39+00:00,$NYSE
2023-04-19 18:34:01+00:00,"$KBH steady, textbook

$NYSE https://t.co/8pz4nj01ar"
2023-04-19 15:20:40+00:00,"Wall Street and the $NYSE enable Trans. Proof positive: look at the crooked manipulation of $BUD stock today. 

Greed and the fact that perverts will do anything for perverts is the only logical conclusion.

SELL SHORT $BUD bogus never sticks.
Some real shit KARMA being racked up"
2023-04-19 13:27:46+00:00,SHORTY use some extra funds to SHORT the top of this AM's pre-market MANIPULATION not trading. DAYS of trading and millions of shares will be obsoleted with this crooked manipulation. The CONS of the $NYSE who do this kind of trading harm kids and USA... WHACK THEM. #BlueSnowshoe
2023-04-19 13:20:45+00:00,Pre-market trading of $BUD says the biggest enabler of TRANS today is $NYSE .The CONS manipulating BUD this AM are racking up some shit KARMA if they have kids because in the long run they're harming kids/USA for one reason GREED. Keep it up I'll have to raise the terror alert.
2023-04-19 12:03:43+00:00,"$NYSE [15s. delayed]: Issued Press Release on April 19, 08:00:00: Promethean Set to Operate as a Standalone Company with New Merger Agreement https://t.co/hrqBviYwNV"
2023-04-19 10:02:37+00:00,"$NYSE [15s. delayed]: Issued Press Release on April 19, 06:01:00: BARBARA SINATRA CHILDREN'S CENTER / https://t.co/HGeeOSaEzJ PARTNERS WITH GOLD MEDAL GYMNAST AND ADVOCATE ALY RAISMAN FOR CHILD ABUSE PREVENTION MONTH https://t.co/08eeojpHJc"
2023-04-19 09:52:31+00:00,"RT @VSoien: Its all a coincidence. 
$SPXEW
$SPX as long as $4,195.44 holds
$NYSE
$IWM and there are many more coincidental charts. https://…"
2023-04-19 09:51:31+00:00,"Its all a coincidence. 
$SPXEW
$SPX as long as $4,195.44 holds
$NYSE
$IWM and there are many more coincidental charts. https://t.co/dhKgAgOQjt"
2023-04-18 21:53:34+00:00,$NYMOT dying just like $NYMO v $NYSE https://t.co/IJ3WHMd0D9
2023-04-18 20:11:33+00:00,"$NYSE [15s. delayed, acc.~90%, always check] Earnings Release April 18, 16:09:00: https://t.co/LRsSoMxqM0"
2023-04-18 20:11:33+00:00,"$NYSE [15s. delayed]: Issued Press Release on April 18, 16:09:00: Brookfield Renewable Announces Results of Reclassification of its Series 13 Preferred Units https://t.co/PFmVzWAMgd"
2023-04-18 10:21:55+00:00,"RT @RenmarkMedia: Busy week at Renmark Financial Communications! 

Don't forget to reserve your spot 🙌

Register: https://t.co/ihX7QzWS7D…"
2023-04-18 09:15:52+00:00,"Another option is to own gold mining stocks 📉.

 Newmont Corporation ( $NYSE: NEM) is the world's biggest gold mining company 🏢.

3/5"
2023-04-18 00:56:57+00:00,$NYMOT v $NYSE https://t.co/oByO0Tz4nm
2023-04-17 23:34:12+00:00,"6/ Positive weekly market breadth was seen on both the $NYSE and the $Nasdaq.

The release of the consumer price index (CPI) for March was the most eagerly awaited event of the week."
2023-04-17 21:54:50+00:00,@EddyElfenbein Cool. Here’s a neat throwback pic of Frank K Sturgis from my personal collection… #NYSE $NYSE https://t.co/9zhlyKzXRv
2023-04-17 20:39:44+00:00,$NYSE https://t.co/3ez5atSH3x
2023-04-17 19:07:41+00:00,"The market is still more digestive than corrective so far today. 

$NYSE UVOL 61% with Advancers 61%"
2023-04-19 09:15:09+00:00,"RT @Aoitori88: 当店下北沢駅から徒歩でご来店されるお客様が割とおられると聞いて…🚉🚶🏻

下北沢駅からすぐにコストコの再販店あり、年会費不要&amp;小分け売りが嬉しい💓

あの大量のパンが9個・18個売りだったりマフィンが3種類入って6個売りだったり✨etc

#STO…"
2023-04-19 09:01:27+00:00,"RT @Aoitori88: 当店下北沢駅から徒歩でご来店されるお客様が割とおられると聞いて…🚉🚶🏻

下北沢駅からすぐにコストコの再販店あり、年会費不要&amp;小分け売りが嬉しい💓

あの大量のパンが9個・18個売りだったりマフィンが3種類入って6個売りだったり✨etc

#STO…"
2023-04-24 17:58:22+00:00,"Let's Collect Free $50.00 💸 Cash App Money Today. Just Follow link on my bio and Collect Free Cash App Money
#cash #CashApp #cashapp #cashappwildfriday #cashappgiftcard #cashappfridays #cashapptreats #cashappaccepted #cashappaccepted #cashtagcontest #cashtag #cashappmeplease https://t.co/XRqGCODltd"
2023-04-24 17:57:24+00:00,"@HockeyFanGirl12 @JWoolard01 @SassyIsMe1961 @POlubunmi @KayStephen16 Cash App Giveaway Free $50.00 💸 Cash App Money. Just Visit My Bio Website Link And Enter Your Cashtag And Received Your Money Instant Cash App Account

#cashapp #CashApp #cashtag #cashtagcontest #cashappwildfriday #cashappgiftcard #cashappfridays #cashappwind #cashappaccepted"
2023-04-24 17:56:35+00:00,"Cash App Giveaway Free $50.00 💸 Cash App Money. Just Visit My Bio Website Link And Enter Your Cashtag And Received Your Money Instant Cash App Account

#cashapp #CashApp #cashtag #cashtagcontest #cashappwildfriday #cashappgiftcard #cashappfridays #cashappwind #cashappaccepted https://t.co/b9myLitcy8"
2023-04-24 14:00:24+00:00,"$Cashtag Top2 Sales within 24H [ 07:00, Apr 24 (GMT-7) ] #ENS #EnsNames #Cashtag https://t.co/AhtHvppu1X"
2023-04-24 19:05:41+00:00,"RT @forextrading_ya: 📍NASDAQ endeksinin 13090 seviyesi üzerinde kalıcılaşması gerekebilir. Endekste beklentim pozitif yönlüdür, 13230 – 133…"
2023-04-24 19:01:03+00:00,"#FXFocus #trading #CFDS #Indices #Futures update, closing &amp; taking #profit on #NASDAQ100 45.0 #pips / #points, now #selling https://t.co/3NTveXcta6"
2023-04-24 19:00:53+00:00,RT @haminex: #NASDAQ100 : Big boys cartel controlling the market : https://t.co/DIp5aZJrR2
2023-04-24 19:00:38+00:00,"Los SPY's suben USD$0.10 para colocarse en un precio de USD$412.30 con una subida que representa un regreso a los niveles del viernes mostrando poco volumen.
#NASDAQ100 #TRADING #SP500 https://t.co/Ch9MeMgQaA"
2023-04-24 18:58:47+00:00,"Coca-Cola tuvo muy buenos ingresos a nivel internacional, superando las utilidades por acción e ingresos, confirmando que durante el resto del año estará dentro de los parámetros esperados.

Johnson &amp; Johnson sacará un IPO como unidad independiente.

#SP500 #NASDAQ100 #trading https://t.co/C0J3dDvMp9"
2023-04-24 18:58:39+00:00,"RT @Timurkutayy: 𝐍𝐚𝐬𝐝𝐚𝐪 𝐀𝐧𝐚𝐥𝐢𝐳

Günlükte 13.200-13.300 bölgelerinde tutunduğu sürece 13.650 seviyelerini görme ihtimali çok yüksek.
Aksi ta…"
2023-04-24 18:45:18+00:00,RT @haminex: #NASDAQ100 : Big boys cartel controlling the market : https://t.co/DIp5aZJrR2
2023-04-24 18:32:46+00:00,"❗️Do NOT Miss The Next Signal❗️
•
👉 https://t.co/VMkxE9M5lm 👈
•
#forexsignal #forextrading #forex #Signals #US30 #Traders #NASDAQ #NASDAQ100 #taekook #emergencyalert #aurora #COVID19 #Heartstopper #SEVENTEEN #PINKCHELLA #SuccessionHBO #tarekfatah #Ukraine #الاتحاد_الهلال https://t.co/U7DyJC4Azn"
